DBN,Name,schoolyear,frl_percent,total_enrollment,ell_percent,sped_percent,grade1,grade2,grade3,grade4,grade5,grade6,grade7,grade8,grade9,grade10,grade11,grade12,asian_num,asian_per,black_num,black_per,hispanic_num,hispanic_per,white_num,white_per,male_num,male_per,female_num,female_per
09X232,IS 232,20112012,90.7,492,45.5,15.7,NA,NA,NA,NA,NA,168,166,158,NA,NA,NA,NA,1,0.2,92,18.7,399,81.1,0,0,261,53,231,47
09X236,PS 236 LANGSTON HUGHES,20102011,94.5,400,13.8,24.8,120,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.3,132,33,259,64.8,5,1.3,222,55.5,178,44.5
09X236,PS 236 LANGSTON HUGHES,20112012,93.3,407,14.5,18.2,119,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.5,113,27.8,285,70,3,0.7,218,53.6,189,46.4
09X239,THE URBAN ASSEMBLY ACADEMY FOR HISTORY AND CITIZ,20102011,56.2,227,17.6,30,NA,NA,NA,NA,NA,NA,NA,NA,60,56,60,51,1,0.4,130,57.3,93,41,2,0.9,227,100,NA,0
09X239,THE URBAN ASSEMBLY ACADEMY FOR HISTORY AND CITIZ,20112012,50.2,141,19.9,27.7,NA,NA,NA,NA,NA,NA,NA,NA,3,59,32,47,1,0.7,80,56.7,57,40.4,1,0.7,141,100,0,0
09X241,URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIEN,20102011,91.2,589,8.8,15.8,NA,NA,NA,NA,NA,86,83,84,96,84,87,69,18,3.1,184,31.2,374,63.5,10,1.7,303,51.4,286,48.6
09X241,URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIEN,20112012,79.5,606,9.4,14.7,NA,NA,NA,NA,NA,85,88,85,93,87,81,87,16,2.6,194,32,384,63.4,9,1.5,299,49.3,307,50.7
09X250,EXIMIUS COLLEGE PREPARATORY ACADEMY: A COLLEGE B,20102011,70.3,359,8.4,17,NA,NA,NA,NA,NA,NA,NA,52,99,85,68,55,4,1.1,153,42.6,200,55.7,1,0.3,173,48.2,186,51.8
09X250,EXIMIUS COLLEGE PREPARATORY ACADEMY: A COLLEGE B,20112012,62.9,356,8.1,18.8,NA,NA,NA,NA,NA,NA,NA,NA,157,95,49,55,2,0.6,145,40.7,207,58.1,1,0.3,166,46.6,190,53.4
09X252,MOTT HALL BRONX HIGH SCHOOL,20102011,64.8,358,8.4,12.8,NA,NA,NA,NA,NA,NA,NA,NA,90,92,77,99,5,1.4,105,29.3,243,67.9,2,0.6,165,46.1,193,53.9
09X252,MOTT HALL BRONX HIGH SCHOOL,20112012,58.9,354,8.8,15.5,NA,NA,NA,NA,NA,NA,NA,NA,89,85,89,91,4,1.1,86,24.3,261,73.7,3,0.8,162,45.8,191,54
09X260,BRONX CENTER FOR SCIENCE AND MATHEMATICS,20102011,80.9,423,2.8,11.3,NA,NA,NA,NA,NA,NA,NA,NA,131,117,96,79,28,6.6,99,23.4,292,69,4,0.9,187,44.2,236,55.8
09X260,BRONX CENTER FOR SCIENCE AND MATHEMATICS,20112012,70,444,1.6,14,NA,NA,NA,NA,NA,NA,NA,NA,131,128,103,82,26,5.9,108,24.3,305,68.7,5,1.1,205,46.2,239,53.8
09X263,VALIDUS PREPARATORY ACADEMY: AN EXPEDITIONARY LE,20102011,88.5,370,12.2,15.1,NA,NA,NA,NA,NA,NA,NA,NA,85,86,105,94,4,1.1,133,35.9,228,61.6,2,0.5,133,35.9,237,64.1
09X263,VALIDUS PREPARATORY ACADEMY: AN EXPEDITIONARY LE,20112012,76.1,365,12.1,16.2,NA,NA,NA,NA,NA,NA,NA,NA,87,87,97,94,4,1.1,125,34.2,233,63.8,1,0.3,161,44.1,204,55.9
09X276,LEADERSHIP INSTITUTE,20102011,81.9,262,18.3,18.7,NA,NA,NA,NA,NA,NA,NA,NA,83,77,59,43,3,1.1,87,33.2,166,63.4,4,1.5,137,52.3,125,47.7
09X276,LEADERSHIP INSTITUTE,20112012,94.8,230,16.5,16.1,NA,NA,NA,NA,NA,NA,NA,NA,86,70,49,25,4,1.7,76,33,146,63.5,3,1.3,120,52.2,110,47.8
09X297,MORRIS ACADEMY FOR COLLABORATIVE STUDIES,20102011,84,431,23.4,22.5,NA,NA,NA,NA,NA,NA,NA,NA,108,117,109,97,1,0.2,126,29.2,299,69.4,2,0.5,220,51,211,49
09X297,MORRIS ACADEMY FOR COLLABORATIVE STUDIES,20112012,79.1,450,19.1,22.4,NA,NA,NA,NA,NA,NA,NA,NA,148,110,101,91,2,0.4,117,26,329,73.1,2,0.4,242,53.8,208,46.2
09X303,IS 303 LEADERSHIP & COMM. SER,20102011,99.7,340,21.2,15.6,NA,NA,NA,NA,NA,108,102,130,NA,NA,NA,NA,3,0.9,71,20.9,262,77.1,3,0.9,172,50.6,168,49.4
09X303,IS 303 LEADERSHIP & COMM. SER,20112012,100,340,16.8,15.3,NA,NA,NA,NA,NA,131,107,102,NA,NA,NA,NA,1,0.3,82,24.1,255,75,2,0.6,183,53.8,157,46.2
09X313,IS 313 SCHL OF LEADERSHIP DEV.,20102011,87.4,447,35.6,16.3,NA,NA,NA,NA,NA,146,154,147,NA,NA,NA,NA,7,1.6,132,29.5,305,68.2,1,0.2,248,55.5,199,44.5
09X313,IS 313 SCHL OF LEADERSHIP DEV.,20112012,84.7,452,33.8,16.4,NA,NA,NA,NA,NA,150,150,152,NA,NA,NA,NA,6,1.3,135,29.9,307,67.9,2,0.4,247,54.6,205,45.4
09X323,BRONX WRITING ACADEMY,20102011,89.7,508,29.1,12.6,NA,NA,NA,NA,NA,140,169,199,NA,NA,NA,NA,4,0.8,163,32.1,338,66.5,1,0.2,236,46.5,272,53.5
09X323,BRONX WRITING ACADEMY,20112012,81.9,472,30.5,15.7,NA,NA,NA,NA,NA,145,155,172,NA,NA,NA,NA,5,1.1,165,35,300,63.6,1,0.2,219,46.4,253,53.6
09X324,BRONX EARLY COLLEGE ACADEMY FOR TEACHING & LEARN,20102011,83.4,377,11.4,17,NA,NA,NA,NA,NA,76,86,56,77,82,NA,NA,11,2.9,118,31.3,244,64.7,3,0.8,189,50.1,188,49.9
09X324,BRONX EARLY COLLEGE ACADEMY FOR TEACHING & LEARN,20112012,79.4,493,11,16.2,NA,NA,NA,NA,NA,85,91,84,77,75,81,NA,15,3,158,32,318,64.5,1,0.2,239,48.5,254,51.5
09X325,URBAN SCIENCE ACADEMY,20102011,75.8,424,39.4,14.2,NA,NA,NA,NA,62,113,111,138,NA,NA,NA,NA,4,0.9,127,30,289,68.2,1,0.2,233,55,191,45
09X325,URBAN SCIENCE ACADEMY,20112012,73.1,445,35.5,14.6,NA,NA,NA,NA,48,149,128,120,NA,NA,NA,NA,8,1.8,146,32.8,288,64.7,2,0.4,239,53.7,206,46.3
09X327,COMPREHENSIVE MODEL SCHOOL PROJECT MS 327,20102011,96.8,363,16,17.9,NA,NA,NA,NA,NA,134,137,92,NA,NA,NA,NA,1,0.3,94,25.9,263,72.5,2,0.6,190,52.3,173,47.7
09X327,COMPREHENSIVE MODEL SCHOOL PROJECT MS 327,20112012,87.8,357,11.8,18.5,NA,NA,NA,NA,NA,99,130,128,NA,NA,NA,NA,2,0.6,105,29.4,247,69.2,3,0.8,184,51.5,173,48.5
09X328,NEW MILLENNIUM BUSINESS ACADEMY MIDDLE SCHOOL,20102011,69.9,209,17.7,22.5,NA,NA,NA,NA,NA,51,69,89,NA,NA,NA,NA,0,0,79,37.8,126,60.3,1,0.5,116,55.5,93,44.5
09X328,NEW MILLENNIUM BUSINESS ACADEMY MIDDLE SCHOOL,20112012,64.5,199,18.1,21.1,NA,NA,NA,NA,NA,73,58,68,NA,NA,NA,NA,1,0.5,84,42.2,108,54.3,3,1.5,113,56.8,86,43.2
09X329,DREAMYARD PREPARATORY SCHOOL,20102011,84.7,348,22.7,16.7,NA,NA,NA,NA,NA,NA,NA,NA,122,108,51,67,3,0.9,92,26.4,249,71.6,0,0,149,42.8,199,57.2
09X329,DREAMYARD PREPARATORY SCHOOL,20112012,80,349,24.4,19.5,NA,NA,NA,NA,NA,NA,NA,NA,136,106,51,56,0,0,94,26.9,244,69.9,1,0.3,154,44.1,195,55.9
09X339,IS 339 SCHOOL OF COMM. TECH.,20102011,90.2,797,31.7,23.6,NA,NA,NA,NA,NA,246,271,280,NA,NA,NA,NA,9,1.1,259,32.5,518,65,4,0.5,446,56,351,44
09X339,IS 339 SCHOOL OF COMM. TECH.,20112012,89.3,740,29.6,22,NA,NA,NA,NA,NA,227,243,270,NA,NA,NA,NA,6,0.8,242,32.7,485,65.5,2,0.3,409,55.3,331,44.7
09X365,ACADEMY FOR LANGUAGE AND TECHNOLOGY,20102011,98.7,364,86.8,1.1,NA,NA,NA,NA,NA,NA,NA,NA,97,118,72,77,0,0,2,0.5,362,99.5,0,0,185,50.8,179,49.2
09X365,ACADEMY FOR LANGUAGE AND TECHNOLOGY,20112012,85.7,336,86.6,0.9,NA,NA,NA,NA,NA,NA,NA,NA,98,98,89,51,0,0,2,0.6,334,99.4,0,0,164,48.8,172,51.2
09X403,BRONX INTERNATIONAL HIGH SCHOOL,20102011,89.8,400,87,2,NA,NA,NA,NA,NA,NA,NA,NA,98,124,82,96,0,0,90,22.5,290,72.5,20,5,198,49.5,202,50.5
09X403,BRONX INTERNATIONAL HIGH SCHOOL,20112012,82.3,403,87.1,1.2,NA,NA,NA,NA,NA,NA,NA,NA,88,128,121,66,4,1,92,22.8,291,72.2,15,3.7,184,45.7,219,54.3
09X404,SCHOOL FOR EXCELLENCE,20102011,90,425,17.6,24.7,NA,NA,NA,NA,NA,NA,NA,NA,122,96,113,94,0,0,149,35.1,272,64,2,0.5,220,51.8,205,48.2
09X404,SCHOOL FOR EXCELLENCE,20112012,81.4,386,20.7,26.2,NA,NA,NA,NA,NA,NA,NA,NA,110,100,83,93,1,0.3,133,34.5,249,64.5,0,0,202,52.3,184,47.7
09X412,BRONX HIGH SCHOOL OF BUSINESS,20102011,81.5,439,20.7,21.4,NA,NA,NA,NA,NA,NA,NA,NA,104,118,91,126,8,1.8,159,36.2,265,60.4,4,0.9,250,56.9,189,43.1
09X412,BRONX HIGH SCHOOL OF BUSINESS,20112012,77.6,401,23.2,23.2,NA,NA,NA,NA,NA,NA,NA,NA,115,118,94,74,3,0.7,155,38.7,240,59.9,2,0.5,220,54.9,181,45.1
09X413,BRONX HIGH SCHOOL FOR MEDICAL SCIENCE,20102011,87.3,434,6,9,NA,NA,NA,NA,NA,56,50,59,74,97,64,34,29,6.7,156,35.9,245,56.5,0,0,175,40.3,259,59.7
09X413,BRONX HIGH SCHOOL FOR MEDICAL SCIENCE,20112012,76.9,455,5.7,8.6,NA,NA,NA,NA,NA,55,60,53,94,93,67,33,24,5.3,167,36.7,263,57.8,1,0.2,192,42.2,263,57.8
09X414,JONATHAN LEVIN HIGH SCHOOL FOR MEDIA AND COMMUNI,20102011,83.6,413,36.3,20.1,NA,NA,NA,NA,NA,NA,NA,NA,99,105,94,115,2,0.5,104,25.2,304,73.6,1,0.2,207,50.1,206,49.9
09X414,JONATHAN LEVIN HIGH SCHOOL FOR MEDIA AND COMMUNI,20112012,77.7,382,38.5,20.9,NA,NA,NA,NA,NA,NA,NA,NA,105,107,91,79,2,0.5,85,22.3,288,75.4,6,1.6,204,53.4,178,46.6
09X443,THE FAMILY SCHOOL,20102011,92,391,51.9,12.5,89,99,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,6.1,128,32.7,236,60.4,2,0.5,196,50.1,195,49.9
09X443,THE FAMILY SCHOOL,20112012,93.9,471,46.1,14.9,82,86,101,109,NA,NA,NA,NA,NA,NA,NA,NA,24,5.1,137,29.1,302,64.1,7,1.5,224,47.6,247,52.4
09X449,GRANT AVENUE ELEMENTARY SCHOOL,20102011,92,227,23.8,17.2,87,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1.8,105,46.3,116,51.1,2,0.9,107,47.1,120,52.9
09X449,GRANT AVENUE ELEMENTARY SCHOOL,20112012,83.7,298,24.2,15.4,89,81,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.7,123,41.3,167,56,2,0.7,143,48,155,52
09X454,SCIENCE AND TECHNOLOGY ACADEMY: A MOTT HALL SCHO,20102011,95.5,248,27.8,25,NA,NA,NA,NA,NA,119,129,NA,NA,NA,NA,NA,2,0.8,65,26.2,167,67.3,0,0,136,54.8,112,45.2
09X454,SCIENCE AND TECHNOLOGY ACADEMY: A MOTT HALL SCHO,20112012,80.6,382,23.3,20.2,NA,NA,NA,NA,NA,125,131,126,NA,NA,NA,NA,6,1.6,103,27,269,70.4,2,0.5,220,57.6,162,42.4
09X457,SHERIDAN ACADEMY FOR YOUNG LEADERS,20102011,89.4,436,33,12.4,96,128,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,3,180,41.3,239,54.8,3,0.7,211,48.4,225,51.6
09X457,SHERIDAN ACADEMY FOR YOUNG LEADERS,20112012,87.6,504,29,14.1,91,88,129,101,NA,NA,NA,NA,NA,NA,NA,NA,16,3.2,203,40.3,272,54,2,0.4,247,49,257,51
09X505,BRONX SCHOOL FOR LAW GOVERNMENT AND JUSTICE,20102011,79.2,723,5.8,14.2,NA,NA,NA,NA,NA,106,75,83,163,132,88,76,15,2.1,234,32.4,460,63.6,12,1.7,328,45.4,395,54.6
09X505,BRONX SCHOOL FOR LAW GOVERNMENT AND JUSTICE,20112012,66.2,763,6.6,14,NA,NA,NA,NA,NA,94,110,73,153,150,100,83,15,2,232,30.4,505,66.2,8,1,350,45.9,413,54.1
09X517,FREDERICK DOUGLASS ACADEMY III SECONDARY SCHOOL,20102011,77.2,608,5.8,16.9,NA,NA,NA,NA,NA,68,91,75,110,108,81,75,5,0.8,348,57.2,251,41.3,2,0.3,307,50.5,301,49.5
09X517,FREDERICK DOUGLASS ACADEMY III SECONDARY SCHOOL,20112012,79.7,532,6.4,17.7,NA,NA,NA,NA,NA,NA,64,81,125,110,81,71,6,1.1,299,56.2,220,41.4,2,0.4,274,51.5,258,48.5
09X525,BRONX LEADERSHIP ACADEMY HIGH SCHOOL,20102011,83.3,649,8,19.4,NA,NA,NA,NA,NA,NA,NA,NA,254,139,128,128,10,1.5,280,43.1,350,53.9,6,0.9,283,43.6,366,56.4
09X525,BRONX LEADERSHIP ACADEMY HIGH SCHOOL,20112012,76.9,705,9.6,20.3,NA,NA,NA,NA,NA,NA,NA,NA,261,172,123,149,5,0.7,290,41.1,402,57,0,0,305,43.3,400,56.7
09X543,HIGH SCHOOL FOR VIOLIN AND DANCE,20102011,89.6,256,6.6,23.4,NA,NA,NA,NA,NA,NA,NA,NA,102,64,43,47,0,0,89,34.8,164,64.1,0,0,33,12.9,223,87.1
09X543,HIGH SCHOOL FOR VIOLIN AND DANCE,20112012,84.3,323,8.7,22.3,NA,NA,NA,NA,NA,NA,NA,NA,162,85,42,34,1,0.3,119,36.8,202,62.5,0,0,47,14.6,276,85.4
10X003,PS 3 RAUL JULIA MICRO SOCIETY,20102011,84.8,415,10.6,26.3,33,25,30,55,44,61,64,58,NA,NA,NA,NA,8,1.9,119,28.7,281,67.7,6,1.4,211,50.8,204,49.2
10X003,PS 3 RAUL JULIA MICRO SOCIETY,20112012,80.1,405,12.8,21.2,24,29,23,29,59,57,58,63,NA,NA,NA,NA,8,2,125,30.9,266,65.7,6,1.5,200,49.4,205,50.6
10X007,PS 007 KINGSBRIDGE,20102011,90.3,531,23.4,17.9,60,56,121,122,134,NA,NA,NA,NA,NA,NA,NA,30,5.6,54,10.2,406,76.5,36,6.8,260,49,271,51
10X007,PS 007 KINGSBRIDGE,20112012,79.3,567,25,13.9,50,66,146,124,124,NA,NA,NA,NA,NA,NA,NA,42,7.4,53,9.3,416,73.4,50,8.8,261,46,306,54
10X008,PS 008 ISSAC VARIAN,20102011,89.3,1208,28.3,16.1,181,233,214,231,185,NA,NA,NA,NA,NA,NA,NA,78,6.5,131,10.8,887,73.4,109,9,605,50.1,603,49.9
10X008,PS 008 ISSAC VARIAN,20112012,83.2,1216,29.5,15.6,181,192,224,221,223,NA,NA,NA,NA,NA,NA,NA,78,6.4,133,10.9,885,72.8,113,9.3,616,50.7,600,49.3
10X009,RYER AVENUE ELEMENTARY SCHOOL,20102011,95,708,29,16.9,116,95,139,101,121,NA,NA,NA,NA,NA,NA,NA,6,0.8,123,17.4,565,79.8,4,0.6,372,52.5,336,47.5
10X009,RYER AVENUE ELEMENTARY SCHOOL,20112012,88.3,734,32.4,16.8,92,122,125,137,108,NA,NA,NA,NA,NA,NA,NA,9,1.2,134,18.3,582,79.3,2,0.3,383,52.2,351,47.8
10X015,PS 015 INST FOR ENVIRO. LRNG.,20102011,93.2,576,9.2,13.9,74,60,55,72,68,67,57,73,NA,NA,NA,NA,9,1.6,82,14.2,483,83.9,1,0.2,279,48.4,297,51.6
10X015,PS 015 INST FOR ENVIRO. LRNG.,20112012,85.5,550,8.5,9.3,55,66,64,54,75,66,64,57,NA,NA,NA,NA,8,1.5,77,14,464,84.4,1,0.2,263,47.8,287,52.2
10X020,PS 20 P.O.GEORGE J. WERDAN III,20102011,93,1143,25.4,17.2,155,117,96,100,100,126,123,136,NA,NA,NA,NA,158,13.8,96,8.4,820,71.7,69,6,597,52.2,546,47.8
10X020,PS 20 P.O.GEORGE J. WERDAN III,20112012,88.4,1084,25.5,15.7,158,131,110,105,95,99,117,104,NA,NA,NA,NA,156,14.4,85,7.8,764,70.5,61,5.6,561,51.8,523,48.2
10X023,PS 023 THE NEW CHILDREN'S SCHOOL,20102011,91.1,488,18,37.7,155,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.6,161,33,317,65,5,1,302,61.9,186,38.1
10X023,PS 023 THE NEW CHILDREN'S SCHOOL,20112012,84.9,520,19,36.5,151,125,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.6,188,36.2,319,61.3,9,1.7,310,59.6,210,40.4
10X024,PS 024 SPUYTEN DUYVIL,20102011,27.8,853,4.5,14.4,146,148,139,136,132,NA,NA,NA,NA,NA,NA,NA,86,10.1,89,10.4,268,31.4,406,47.6,447,52.4,406,47.6
10X024,PS 024 SPUYTEN DUYVIL,20112012,22.9,888,4.1,12.5,145,148,146,142,131,NA,NA,NA,NA,NA,NA,NA,88,9.9,83,9.3,317,35.7,393,44.3,450,50.7,438,49.3
10X032,PS 032 BELMONT,20102011,96.5,779,18.2,22.2,133,128,127,148,112,NA,NA,NA,NA,NA,NA,NA,3,0.4,193,24.8,560,71.9,15,1.9,383,49.2,396,50.8
10X032,PS 032 BELMONT,20112012,90.5,751,13,23.7,124,128,116,122,132,NA,NA,NA,NA,NA,NA,NA,3,0.4,174,23.2,554,73.8,13,1.7,370,49.3,381,50.7
10X033,PS 033 TIMOTHY DWIGHT,20102011,94.8,1043,33.2,13.8,167,155,169,173,144,NA,NA,NA,NA,NA,NA,NA,11,1.1,116,11.1,895,85.8,20,1.9,543,52.1,500,47.9
10X033,PS 033 TIMOTHY DWIGHT,20112012,90.3,1068,33,12.3,202,158,157,170,174,NA,NA,NA,NA,NA,NA,NA,24,2.2,120,11.2,901,84.4,14,1.3,539,50.5,529,49.5
10X037,PS 037 MULTIPLE INTELLIGENCE S,20102011,89.2,601,12.8,21.8,69,49,82,86,82,66,49,68,NA,NA,NA,NA,5,0.8,124,20.6,458,76.2,13,2.2,320,53.2,281,46.8
10X037,PS 037 MULTIPLE INTELLIGENCE S,20112012,78.7,622,12.5,19,61,64,80,85,90,72,60,50,NA,NA,NA,NA,6,1,140,22.5,462,74.3,13,2.1,323,51.9,299,48.1
10X045,JHS 045 THOMAS C. GIORDANO,20102011,92.2,1014,19.7,19.3,NA,NA,NA,NA,NA,317,355,342,NA,NA,NA,NA,17,1.7,141,13.9,811,80,44,4.3,527,52,487,48
10X045,JHS 045 THOMAS C. GIORDANO,20112012,89.3,978,18,17.8,NA,NA,NA,NA,NA,301,339,338,NA,NA,NA,NA,16,1.6,127,13,791,80.9,42,4.3,507,51.8,471,48.2
10X046,PS 046 EDGAR ALLAN POE,20102011,96.2,1252,34.7,18.3,213,210,211,209,221,NA,NA,NA,NA,NA,NA,NA,37,3,235,18.8,922,73.6,12,1,652,52.1,600,47.9
10X046,PS 046 EDGAR ALLAN POE,20112012,87.5,1231,39.2,18,198,222,200,205,199,NA,NA,NA,NA,NA,NA,NA,33,2.7,247,20.1,937,76.1,12,1,628,51,603,49
10X051,PS 051 BRONX NEW SCHOOL,20102011,83.6,270,4.1,18.1,49,50,47,29,53,NA,NA,NA,NA,NA,NA,NA,8,3,106,39.3,149,55.2,7,2.6,132,48.9,138,51.1
10X051,PS 051 BRONX NEW SCHOOL,20112012,73.3,225,2.7,14.7,36,40,47,35,24,NA,NA,NA,NA,NA,NA,NA,7,3.1,98,43.6,117,52,3,1.3,109,48.4,116,51.6
10X054,PS/IS 54,20102011,85.1,512,29.1,23.6,89,93,81,70,59,NA,NA,NA,NA,NA,NA,NA,11,2.1,143,27.9,348,68,7,1.4,234,45.7,278,54.3
10X054,PS/IS 54,20112012,91.1,504,27.4,21.2,98,69,83,76,71,NA,NA,NA,NA,NA,NA,NA,11,2.2,141,28,343,68.1,7,1.4,243,48.2,261,51.8
10X056,PS 056 NORWOOD HEIGHTS,20102011,90.2,661,21.8,10.9,94,114,102,105,124,NA,NA,NA,NA,NA,NA,NA,156,23.6,94,14.2,352,53.3,57,8.6,322,48.7,339,51.3
10X056,PS 056 NORWOOD HEIGHTS,20112012,81.3,677,17,10.5,125,100,122,105,103,NA,NA,NA,NA,NA,NA,NA,160,23.6,65,9.6,396,58.5,53,7.8,328,48.4,349,51.6
10X059,PS 059 THE COMM SCHOOL OF TEC,20102011,96.2,573,17.5,20.6,59,53,112,122,118,NA,NA,NA,NA,NA,NA,NA,6,1,158,27.6,405,70.7,3,0.5,298,52,275,48
10X059,PS 059 THE COMM SCHOOL OF TEC,20112012,90.4,575,17.9,19.1,60,71,75,114,134,NA,NA,NA,NA,NA,NA,NA,3,0.5,167,29,399,69.4,3,0.5,287,49.9,288,50.1
10X079,PS 079 CRESTON,20102011,97.4,141,21.3,27,NA,NA,NA,NA,141,NA,NA,NA,NA,NA,NA,NA,0,0,28,19.9,110,78,0,0,80,56.7,61,43.3
10X080,JHS 080 THE MOSHOLU PARKWAY,20102011,85.4,652,29.8,20.6,NA,NA,NA,NA,NA,199,215,238,NA,NA,NA,NA,59,9,105,16.1,446,68.4,39,6,362,55.5,290,44.5
10X080,JHS 080 THE MOSHOLU PARKWAY,20112012,83.7,647,32.6,21.5,NA,NA,NA,NA,NA,207,210,230,NA,NA,NA,NA,72,11.1,88,13.6,439,67.9,42,6.5,362,56,285,44
10X081,PS 081 ROBERT J. CHRISTEN,20102011,54.3,691,12.4,15.5,119,114,96,115,122,NA,NA,NA,NA,NA,NA,NA,89,12.9,68,9.8,302,43.7,219,31.7,360,52.1,331,47.9
10X081,PS 081 ROBERT J. CHRISTEN,20112012,41.5,635,11.5,14.5,106,103,112,93,111,NA,NA,NA,NA,NA,NA,NA,77,12.1,66,10.4,292,46,187,29.4,333,52.4,302,47.6
10X085,PS 085 GREAT EXPECTATIONS,20102011,96.1,1131,26.9,20.4,173,178,211,206,204,NA,NA,NA,NA,NA,NA,NA,10,0.9,317,28,791,69.9,9,0.8,583,51.5,548,48.5
10X085,PS 085 GREAT EXPECTATIONS,20112012,96.2,1087,26,21.5,163,177,194,198,202,NA,NA,NA,NA,NA,NA,NA,11,1,300,27.6,762,70.1,10,0.9,560,51.5,527,48.5
10X086,PS 086 KINGSBRIDGE HEIGHTS,20102011,91.5,1752,30.4,17.9,209,214,258,256,278,242,NA,NA,NA,NA,NA,NA,70,4,236,13.5,1416,80.8,29,1.7,876,50,876,50
10X086,PS 086 KINGSBRIDGE HEIGHTS,20112012,82.4,1785,29.1,16.3,240,207,227,269,262,279,NA,NA,NA,NA,NA,NA,67,3.8,207,11.6,1475,82.6,35,2,881,49.4,904,50.6
10X091,PS 091 BRONX,20102011,92.7,742,35.3,16,114,106,131,140,120,NA,NA,NA,NA,NA,NA,NA,38,5.1,143,19.3,545,73.5,11,1.5,407,54.9,335,45.1
10X091,PS 091 BRONX,20112012,88.7,715,35,17.2,127,95,108,116,134,NA,NA,NA,NA,NA,NA,NA,36,5,139,19.4,520,72.7,14,2,380,53.1,335,46.9
10X094,PS 094 KINGS COLLEGE SCHOOL,20102011,89,1039,28.1,13.4,189,164,173,164,149,NA,NA,NA,NA,NA,NA,NA,133,12.8,219,21.1,656,63.1,26,2.5,532,51.2,507,48.8
10X094,PS 094 KINGS COLLEGE SCHOOL,20112012,87.5,1161,30.2,13,223,200,181,164,164,NA,NA,NA,NA,NA,NA,NA,143,12.3,230,19.8,732,63,21,1.8,585,50.4,576,49.6
10X095,PS 095 SHEILA MENCHER,20102011,79.2,1217,18.2,16.3,130,117,96,126,136,141,159,172,NA,NA,NA,NA,96,7.9,246,20.2,828,68,44,3.6,621,51,596,49
10X095,PS 095 SHEILA MENCHER,20112012,69.3,1229,18.7,15.9,133,132,119,96,126,158,153,160,NA,NA,NA,NA,102,8.3,232,18.9,853,69.4,38,3.1,639,52,590,48
10X118,JHS 118 WILLIAM W NILES,20102011,90.2,1159,10.1,14.1,NA,NA,NA,NA,NA,377,390,392,NA,NA,NA,NA,132,11.4,271,23.4,720,62.1,31,2.7,555,47.9,604,52.1
10X118,JHS 118 WILLIAM W NILES,20112012,83.3,1163,11.3,13.2,NA,NA,NA,NA,NA,378,404,381,NA,NA,NA,NA,129,11.1,291,25,706,60.7,30,2.6,552,47.5,611,52.5
10X141,RIVERDALE/KINGSBRIDGE ACADEMY (MS/HS 141),20102011,51.9,1335,7.2,15,NA,NA,NA,NA,NA,244,214,229,184,185,132,147,119,8.9,186,13.9,692,51.8,330,24.7,692,51.8,643,48.2
10X141,RIVERDALE/KINGSBRIDGE ACADEMY (MS/HS 141),20112012,39.7,1337,6.7,15.2,NA,NA,NA,NA,NA,262,233,212,175,190,135,130,117,8.8,174,13,709,53,333,24.9,692,51.8,645,48.2
10X159,PS 159 LUIS MUNOZ MARIN BILING,20102011,95.4,217,54.8,22.6,40,40,41,26,23,NA,NA,NA,NA,NA,NA,NA,0,0,21,9.7,194,89.4,0,0,117,53.9,100,46.1
10X159,PS 159 LUIS MUNOZ MARIN BILING,20112012,89.6,205,55.1,21.5,46,38,37,35,24,NA,NA,NA,NA,NA,NA,NA,0,0,11,5.4,188,91.7,0,0,112,54.6,93,45.4
10X205,PS 205 FIORELLO LAGUARDIA,20102011,96.2,997,20.3,14.4,208,157,150,174,161,NA,NA,NA,NA,NA,NA,NA,10,1,137,13.7,777,77.9,70,7,515,51.7,482,48.3
10X205,PS 205 FIORELLO LAGUARDIA,20112012,92.1,1026,21.2,13.1,171,184,156,146,170,NA,NA,NA,NA,NA,NA,NA,11,1.1,165,16.1,781,76.1,67,6.5,519,50.6,507,49.4
10X206,IS 206 ANN MERSEREAU,20102011,96.4,393,31.8,19.6,NA,NA,NA,NA,65,106,121,101,NA,NA,NA,NA,11,2.8,61,15.5,319,81.2,2,0.5,202,51.4,191,48.6
10X206,IS 206 ANN MERSEREAU,20112012,90.7,390,31.5,18.2,NA,NA,NA,NA,58,100,116,116,NA,NA,NA,NA,10,2.6,63,16.2,314,80.5,3,0.8,201,51.5,189,48.5
10X207,PS 207,20102011,85.6,430,44.7,13,153,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,3.5,43,10,346,80.5,21,4.9,218,50.7,212,49.3
10X207,PS 207,20112012,78.4,408,41.4,9.3,152,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2.5,30,7.4,341,83.6,19,4.7,205,50.2,203,49.8
